Date,Portfolio_Return
2015-01-02,0.0
2015-01-05,0.0
2015-01-06,0.006192933837449634
2015-01-07,-0.01012877724960426
2015-01-08,0.00437195990208137
2015-01-09,0.0030795584291489157
2015-01-12,-0.002923398181889943
2015-01-13,-0.0028180157353040816
2015-01-14,-0.002353352501614802
2015-01-15,0.005958445064465405
2015-01-16,-0.0024701744990947502
2015-01-20,0.001957318047661701
2015-01-21,-0.0011117850772768955
2015-01-22,0.002292073654856616
2015-01-23,-0.002892540092767182
2015-01-26,0.007944279246360767
2015-01-27,0.004487374220767497
2015-01-28,0.0018195499541482675
2015-01-29,0.003357628176913273
2015-01-30,0.011425882468156196
2015-02-02,0.0045516278767964505
2015-02-03,0.00241825405182679
2015-02-04,-0.01862061474301141
2015-02-05,0.0013764457830204213
2015-02-06,0.0015312390595958267
2015-02-09,0.004154439960887441
2015-02-10,-0.0024337308921889515
2015-02-11,-0.008012193212964609
2015-02-12,-0.0062011490920853615
2015-02-13,-0.002912780669788791
2015-02-17,0.0025402547168898227
2015-02-18,-0.005729352192856615
2015-02-19,-0.003339481988706816
2015-02-20,0.0017862872828404454
2015-02-23,0.0014572764133697902
2015-02-24,0.0017050410961247033
2015-02-25,0.0016971327150093612
2015-02-26,0.003430153510843312
2015-02-27,-0.00333752170687352
2015-03-02,0.00563052497930409
2015-03-03,0.002520006790739537
2015-03-04,6.74835579301568E-4
2015-03-05,0.0026739317202112015
2015-03-06,0.0024072828938062696
2015-03-09,-0.003495779735201099
2015-03-10,-0.0016146698432048625
2015-03-11,0.0103549838424244
2015-03-12,-8.603011329650109E-4
2015-03-13,-0.0018751761190832356
2015-03-16,4.355146618204575E-4
2015-03-17,-0.003298019819640982
2015-03-18,0.0017854498317928966
2015-03-19,-0.008290294633715072
2015-03-20,0.0033098509373470134
2015-03-23,0.005617188739558701
2015-03-24,0.006896926003117476
2015-03-25,-3.394535680618061E-4
2015-03-26,0.005292093821962035
2015-03-27,0.011138688160475075
2015-03-30,0.005288073825740668
2015-03-31,9.137803782418403E-4
2015-04-01,-0.004380531067923399
2015-04-02,-8.150527954471847E-4
2015-04-06,0.006599292686004403
2015-04-07,5.126479745468648E-4
2015-04-08,-0.014378804434900003
2015-04-09,-0.002572616591368218
2015-04-10,0.004692845427608255
2015-04-13,-0.004228577500045539
2015-04-14,-0.004243771071669033
2015-04-15,0.0010101264380651953
2015-04-16,0.010559342108740023
2015-04-17,0.007017803433427861
2015-04-20,-0.0016302724597994237
2015-04-21,-0.004065621244816737
2015-04-22,0.0015130042234337807
2015-04-23,-0.004654933252169565
2015-04-24,0.004331389561047172
2015-04-27,-0.001026092923964144
2015-04-28,-0.0021652978930051334
2015-04-29,-0.005787665705710053
2015-04-30,0.01135199670764421
2015-05-01,-0.0012720079710788427
2015-05-04,0.002453690814246475
2015-05-05,-0.002184781445041937
2015-05-06,0.00826734859570966
2015-05-07,0.0013666880120546821
2015-05-08,-0.004010498415593898
2015-05-11,0.006031625109704457
2015-05-12,-9.300471340328377E-4
2015-05-13,0.0011526340052021517
2015-05-14,0.0018446457232850176
2015-05-15,-0.0019464374874947944
2015-05-18,4.7586949173444463E-4
2015-05-19,5.702232499028214E-4
2015-05-20,0.003926833531287684
2015-05-21,-6.331441465975604E-4
2015-05-22,0.002181375219151386
2015-05-26,0.0023208846849121882
2015-05-27,-0.0023202140300599824
2015-05-28,-0.0018730422022072322
2015-05-29,0.0017982356487278972
2015-06-01,0.006506533201192089
2015-06-02,-0.003244637940716687
2015-06-03,0.001012770449936818
2015-06-04,-0.004187002678180855
2015-06-05,-0.001848783778239143
2015-06-08,-0.002685360350348138
2015-06-09,0.009234761766002958
2015-06-10,0.0017972027641264563
2015-06-11,0.00449873694277011
2015-06-12,3.849483263015929E-5
2015-06-15,-5.809557464676151E-4
2015-06-16,0.0010451658102057296
2015-06-17,-0.004975093740834373
2015-06-18,0.002023147000530198
2015-06-19,-0.003937657818271666
2015-06-22,0.0010640588707520125
2015-06-23,0.006416819671968324
2015-06-24,-0.0038403280456308798
2015-06-25,0.003385464958973799
2015-06-26,-0.009589552933858441
2015-06-29,0.003608860701745862
2015-06-30,0.009428636632791755
2015-07-01,5.978056436176364E-4
2015-07-02,-0.006991041527474694
2015-07-06,-0.002012063960483099
2015-07-07,-0.007625771493061665
2015-07-08,0.006255654931780523
2015-07-09,0.010793390032539514
2015-07-10,-2.9707746027526905E-4
2015-07-13,-0.00673933637648781
2015-07-14,0.0010385892945720477
2015-07-15,-0.010435644052180573
2015-07-16,-0.0029357641601706575
2015-07-17,-0.0018794321692774038
2015-07-20,0.002281148233647684
2015-07-21,-0.0017940967858712862
2015-07-22,0.0010498989838396016
2015-07-23,-0.01358208123400755
2015-07-24,-0.005424421255942094
2015-07-27,0.018069350684107477
2015-07-28,-6.493753727916385E-4
2015-07-29,0.002549100130212443
2015-07-30,-0.005848211271352473
2015-07-31,-0.008031773275934944
2015-08-03,0.0071401544299504885
2015-08-04,-0.006793846302671718
2015-08-05,0.005486745475944743
2015-08-06,0.008057926340916552
2015-08-07,0.004306518413761669
2015-08-10,0.00716841299805973
2015-08-11,0.0033501116096856447
2015-08-12,0.0019233301815950316
2015-08-13,0.001401021661595725
2015-08-14,-0.002390860016387251
2015-08-17,0.00205570992583016
